time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-11-03T09:12:30.820Z,37.6749992,-118.9056702,2.94,1.05,md,10,228,0.02009,0.03,nc,nc73105946,2018-11-03T10:28:03.505Z,"8km ENE of Mammoth Lakes, CA",earthquake,1.4,0.85,0.12,9,automatic,nc,nc
2018-11-03T08:44:06.630Z,-2.9068,119.4645,10,4.8,mb,,57,2.112,0.87,us,us2000i6cl,2018-11-03T09:01:33.040Z,"10km ENE of Mamasa, Indonesia",earthquake,6.5,1.9,0.1,31,reviewed,us,us
2018-11-03T08:38:02.727Z,66.5219,-150.7514,9.3,1.9,ml,,,,0.82,ak,ak20318412,2018-11-03T08:50:57.930Z,"84km E of New Allakaket, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-11-03T08:35:34.160Z,38.8151665,-122.8188324,2.43,1.28,md,22,48,0.01024,0.04,nc,nc73105936,2018-11-03T10:01:03.349Z,"7km NW of The Geysers, CA",earthquake,0.23,0.43,0.27,5,automatic,nc,nc
2018-11-03T08:35:25.030Z,34.0565,-116.8343333,12.56,0.82,ml,20,76,0.03065,0.21,ci,ci38347824,2018-11-03T08:39:10.480Z,"15km NNE of Banning, CA",earthquake,0.46,0.79,0.102,17,automatic,ci,ci
2018-11-03T08:33:33.720Z,33.8415,-117.6448333,6.6,0.86,ml,16,95,0.05487,0.21,ci,ci38347816,2018-11-03T08:37:09.666Z,"8km WSW of Corona, CA",earthquake,0.56,1.19,0.202,14,automatic,ci,ci
2018-11-03T08:30:29.850Z,18.0936,-66.1486,12,1.61,md,4,163,0.1347,0.17,pr,pr2018307004,2018-11-03T15:32:27.295Z,"2km SE of Cayey, Puerto Rico",earthquake,1.11,1.42,0.61,3,reviewed,pr,pr
2018-11-03T08:23:51.081Z,63.003,-150.6837,92.9,1.6,ml,,,,0.51,ak,ak20318101,2018-11-03T08:29:25.236Z,"81km NNW of Talkeetna, Alaska",earthquake,,1,,,automatic,ak,ak
2018-11-03T08:19:57.580Z,38.8426666,-122.8401642,1.88,1.76,md,26,107,0.00547,0.04,nc,nc73105931,2018-11-03T09:34:03.184Z,"10km NW of The Geysers, CA",earthquake,0.23,0.33,0.09,7,automatic,nc,nc
2018-11-03T08:19:30.540Z,44.3028333,-114.9663333,4.18,2.15,ml,7,102,0.841,0.25,mb,mb80319649,2018-11-03T14:46:25.770Z,"62km WSW of Challis, Idaho",earthquake,0.66,3.91,0.18,5,reviewed,mb,mb
2018-11-03T08:07:01.910Z,36.4535,-92.8671667,3.08,1.45,md,6,148,0.01502,0.06,nm,nm60068133,2018-11-03T13:41:35.120Z,"26km WNW of Bull Shoals, Arkansas",earthquake,0.6,0.82,0.386,6,reviewed,nm,nm
2018-11-03T08:05:53.620Z,37.5013,20.2437,10,4.5,mwr,,133,2.235,0.91,us,us2000i6cb,2018-11-03T08:31:11.040Z,"56km WSW of Mouzaki, Greece",earthquake,6.4,1.9,0.089,12,reviewed,us,us
2018-11-03T07:55:46.990Z,36.6768341,-121.2988358,3.68,1.67,md,14,144,0.06706,0.03,nc,nc73105926,2018-11-03T09:07:03.045Z,"13km S of Tres Pinos, CA",earthquake,0.37,2.42,0.26,11,automatic,nc,nc
2018-11-03T07:46:59.430Z,18.5386,-67.5371,17,2.77,md,7,309,0.1647,0.29,pr,pr2018307003,2018-11-03T15:31:35.359Z,"37km NW of Rincon, Puerto Rico",earthquake,2.5,1.15,0.29,5,reviewed,pr,pr
2018-11-03T07:44:31.726Z,60.753,-151.7305,73.1,1.3,ml,,,,0.37,ak,ak20318097,2018-11-03T07:50:42.984Z,"25km WNW of Nikiski, Alaska",earthquake,,1.6,,,automatic,ak,ak
2018-11-03T07:43:22.040Z,32.6971667,-116.0463333,9.5,1.46,ml,28,59,0.05516,0.23,ci,ci38347776,2018-11-03T14:20:43.560Z,"6km SW of Ocotillo, CA",earthquake,0.42,0.67,0.167,27,reviewed,ci,ci
2018-11-03T07:31:21.080Z,33.1435,-116.636,3.32,0.42,ml,8,110,0.0563,0.09,ci,ci38347768,2018-11-03T14:19:47.049Z,"8km NNW of Julian, CA",earthquake,0.31,0.78,0.16,5,reviewed,ci,ci
2018-11-03T07:30:22.679Z,61.6421,-150.8021,57.7,2,ml,,,,0.46,ak,ak20318089,2018-11-03T07:35:03.551Z,"42km WSW of Willow, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-11-03T07:19:33.110Z,33.5136667,-116.7901667,6.6,0.25,ml,17,67,0.06791,0.21,ci,ci38347760,2018-11-03T14:20:02.049Z,"10km NE of Aguanga, CA",earthquake,0.47,0.95,0.084,8,reviewed,ci,ci
2018-11-03T07:14:19.560Z,38.7816658,-122.7590027,1.08,0.69,md,6,106,0.01213,0.01,nc,nc73105901,2018-11-03T07:29:03.504Z,"0km NNW of The Geysers, CA",earthquake,0.38,0.56,0.18,2,automatic,nc,nc
2018-11-03T07:08:47.480Z,18.1313,-68.0963,95,2.89,md,11,201,0.4771,0.42,pr,pr2018307002,2018-11-03T15:30:19.671Z,"59km SSE of Punta Cana, Dominican Republic",earthquake,4.6,2.26,0.44,10,reviewed,pr,pr
2018-11-03T07:03:22.218Z,59.5961,-153.4208,117.1,1.8,ml,,,,0.39,ak,ak20318081,2018-11-03T07:06:57.890Z,"86km E of Old Iliamna, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-11-03T07:02:46.520Z,36.6541667,-121.2721667,9.14,1.16,md,19,105,0.0551,0.08,nc,nc73105896,2018-11-04T01:21:04.029Z,"16km SSE of Tres Pinos, CA",earthquake,0.27,0.66,0.301,17,reviewed,nc,nc
2018-11-03T06:53:15.873Z,36.7191,-116.3177,8.6,0,ml,23,70.53,0.054,0.1427,nn,nn00664044,2018-11-04T02:05:20.063Z,"44km ESE of Beatty, Nevada",earthquake,,1,0.54,10,reviewed,nn,nn
2018-11-03T06:46:16.570Z,38.8214989,-122.8096695,1.53,0.81,md,12,57,0.00192,0.04,nc,nc73105891,2018-11-03T07:29:04.085Z,"7km NW of The Geysers, CA",earthquake,0.33,0.82,,1,automatic,nc,nc
2018-11-03T06:41:58.960Z,33.4923333,-116.7955,4.12,0.2,ml,18,109,0.02039,0.15,ci,ci38347736,2018-11-03T06:45:47.059Z,"8km NE of Aguanga, CA",earthquake,0.3,0.62,0.11,5,automatic,ci,ci
2018-11-03T06:21:05.801Z,69.2515,-144.1073,0,2.2,ml,,,,0.95,ak,ak20318079,2018-11-03T06:27:56.483Z,"99km S of Kaktovik, Alaska",earthquake,,1,,,automatic,ak,ak
2018-11-03T05:42:59.000Z,37.7006683,-118.9325027,6.4,0.98,md,8,221,0.0504,0.04,nc,nc73105886,2018-11-03T07:02:03.184Z,"8km NNE of Mammoth Lakes, CA",earthquake,1.28,2.08,0.09,10,automatic,nc,nc
2018-11-03T05:29:56.660Z,56.1925,-148.6166,20.51,4.1,mb,,160,2.693,0.59,us,us2000i6bg,2018-11-03T05:44:16.040Z,"291km SE of Kodiak, Alaska",earthquake,7.4,5.3,0.213,6,reviewed,us,us
2018-11-03T05:17:30.560Z,33.502,-116.797,4.46,0.6,ml,28,40,0.01071,0.15,ci,ci38347704,2018-11-03T14:20:52.730Z,"9km NE of Aguanga, CA",earthquake,0.21,0.37,0.113,21,reviewed,ci,ci
2018-11-03T05:16:03.250Z,19.1958332,-155.5234985,-0.17,1.83,md,46,89,0.07059,0.21,hv,hv70671321,2018-11-03T05:19:13.230Z,"4km WSW of Pahala, Hawaii",earthquake,0.45,0.23,0.25,19,automatic,hv,hv
2018-11-03T04:52:54.860Z,33.5033333,-116.7916667,4.44,0.63,ml,27,34,0.01157,0.14,ci,ci38347552,2018-11-03T14:20:49.070Z,"10km NE of Aguanga, CA",earthquake,0.18,0.37,0.101,20,reviewed,ci,ci
2018-11-03T04:48:46.468Z,38.1629,-118.7732,12,0.3,ml,5,250.74,0.229,0.0427,nn,nn00664075,2018-11-04T02:05:46.751Z,"41km ESE of Bridgeport, California",earthquake,,20.7,0,1,reviewed,nn,nn
2018-11-03T04:26:41.651Z,37.2339,-117.5102,2.1,0.1,ml,7,167.73,0.108,0.2357,nn,nn00664074,2018-11-04T02:05:45.334Z,"58km SSW of Goldfield, Nevada",earthquake,,3.9,0.12,3,reviewed,nn,nn
2018-11-03T04:24:16.150Z,18.5005,-67.0981,89,2.51,md,7,282,0.3769,0.11,pr,pr2018307001,2018-11-03T21:28:00.040Z,"0km W of San Antonio, Puerto Rico",earthquake,1.78,1.05,0.16,7,reviewed,pr,pr
2018-11-03T04:14:08.814Z,37.2031,-117.3821,5.6,-0.1,ml,4,182.19,0.212,0.0975,nn,nn00664073,2018-11-04T02:05:43.669Z,"57km SSW of Goldfield, Nevada",earthquake,,5.2,0.12,3,reviewed,nn,nn
2018-11-03T03:57:15.820Z,33.9585,-116.9703333,3.52,0.75,ml,13,194,0.2511,0.17,ci,ci38347544,2018-11-03T04:00:53.940Z,"3km N of Beaumont, CA",earthquake,0.59,1.8,0.269,18,automatic,ci,ci
2018-11-03T03:35:29.830Z,33.6856667,-116.7126667,15.87,0.28,ml,17,87,0.02546,0.18,ci,ci38347512,2018-11-03T03:39:15.804Z,"6km S of Idyllwild, CA",earthquake,0.49,0.63,0.034,4,automatic,ci,ci
2018-11-03T03:15:16.370Z,34.0023333,-116.9001667,12,1.77,ml,62,46,0.08343,0.21,ci,ci38347488,2018-11-03T14:23:50.010Z,"9km NNW of Banning, CA",earthquake,0.2,0.61,0.183,25,reviewed,ci,ci
2018-11-03T03:08:31.730Z,-21.307,-177.4992,422.82,4.5,mb,,104,5.49,0.79,us,us2000i6am,2018-11-03T03:36:36.040Z,"144km ESE of Ndoi Island, Fiji",earthquake,7.3,11.3,0.139,15,reviewed,us,us
2018-11-03T03:07:11.910Z,33.5061667,-116.796,4.32,0.61,ml,28,37,0.007175,0.16,ci,ci38347480,2018-11-03T14:23:52.940Z,"10km NE of Aguanga, CA",earthquake,0.21,0.41,0.117,19,reviewed,ci,ci
2018-11-03T03:05:52.330Z,36.6588326,-121.3095016,3.04,1.2,md,7,216,0.04805,0.07,nc,nc73105811,2018-11-03T04:00:03.837Z,"15km S of Tres Pinos, CA",earthquake,1.41,8.94,0.28,6,automatic,nc,nc
2018-11-03T03:03:31.510Z,33.5076667,-116.7985,6.51,0.46,ml,19,62,0.004939,0.21,ci,ci38347472,2018-11-03T03:07:07.503Z,"10km NE of Aguanga, CA",earthquake,0.38,1.11,0.116,15,automatic,ci,ci
2018-11-03T02:59:20.690Z,36.4638333,-121,5.38,1.46,md,16,107,0.04199,0.1,nc,nc73105806,2018-11-04T00:27:04.711Z,"15km ESE of Pinnacles, CA",earthquake,0.31,0.74,0.312,19,reviewed,nc,nc
2018-11-03T02:58:47.950Z,33.4055,-116.9656667,7.46,0.58,ml,15,65,0.05772,0.21,ci,ci38347464,2018-11-03T14:24:24.103Z,"10km WSW of Aguanga, CA",earthquake,0.39,1.25,0.116,14,reviewed,ci,ci
2018-11-03T02:49:31.231Z,60.5082,-143.037,11.3,1.3,ml,,,,0.17,ak,ak20317144,2018-11-03T02:52:10.546Z,"59km NW of Cape Yakataga, Alaska",earthquake,,1,,,automatic,ak,ak
2018-11-03T02:30:13.750Z,-2.9735,119.3917,10,4.5,mb,,106,2.058,0.98,us,us2000i6ag,2018-11-03T02:45:54.040Z,"3km SSE of Mamasa, Indonesia",earthquake,4.4,1.9,0.139,16,reviewed,us,us
2018-11-03T02:04:34.408Z,69.6037,-144.4224,34.9,2.5,ml,,,,0.66,ak,ak20316837,2018-11-03T02:20:56.040Z,"66km SSW of Kaktovik, Alaska",earthquake,,5.5,,,automatic,ak,ak
2018-11-03T02:04:34.000Z,33.4838333,-116.7873333,6.33,0.29,ml,16,78,0.03047,0.24,ci,ci38347448,2018-11-03T02:08:12.133Z,"8km ENE of Aguanga, CA",earthquake,0.56,1.25,0.024,3,automatic,ci,ci
2018-11-03T02:00:55.744Z,36.9202,-116.1013,2.8,-0.3,ml,13,80.97,0.025,0.1501,nn,nn00664071,2018-11-04T02:05:41.784Z,"58km E of Beatty, Nevada",earthquake,,2.6,0.53,5,reviewed,nn,nn
2018-11-03T01:55:44.619Z,63.5008,-150.8943,1,1.9,ml,,,,0.91,ak,ak20316831,2018-11-03T02:00:21.103Z,"97km W of Cantwell, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-11-03T01:49:17.500Z,37.6638333,-118.9071667,2.81,0.23,md,12,163,0.009014,0.03,nc,nc73105786,2018-11-03T02:58:11.084Z,"7km ENE of Mammoth Lakes, CA",earthquake,0.68,0.95,0.292,12,reviewed,nc,nc
2018-11-03T01:49:10.400Z,15.2225,-93.7686,64.46,4.1,mb,,170,1.891,1.02,us,us2000i6aa,2018-11-03T02:11:15.040Z,"75km SSW of Tres Picos, Mexico",earthquake,6.1,15.9,0.151,12,reviewed,us,us
2018-11-03T01:47:28.090Z,37.6773333,-118.9155,5.27,0.28,md,8,230,0.005823,0.02,nc,nc73105781,2018-11-03T02:56:10.606Z,"7km NE of Mammoth Lakes, CA",earthquake,1.34,1.86,0.098,7,reviewed,nc,nc
2018-11-03T01:46:54.300Z,37.6606667,-118.9068333,2.11,0.13,md,7,218,0.005846,0.02,nc,nc73105776,2018-11-03T02:55:10.324Z,"7km ENE of Mammoth Lakes, CA",earthquake,1.11,1.13,0.14,6,reviewed,nc,nc
2018-11-03T01:44:56.572Z,64.4888,-151.2197,13.9,1.6,ml,,,,0.49,ak,ak20316828,2018-11-03T01:50:55.780Z,"63km SSW of Manley Hot Springs, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-11-03T01:26:22.340Z,37.6616667,-118.9043333,3,0.29,md,16,194,0.006876,0.03,nc,nc73105771,2018-11-03T03:29:03.656Z,"7km ENE of Mammoth Lakes, CA",earthquake,0.61,0.53,0.222,14,reviewed,nc,nc
2018-11-03T01:20:05.364Z,39.6495,-115.4634,5.2,1.4,ml,7,77.89,0.782,0.1795,nn,nn00664068,2018-11-04T02:05:37.686Z,"45km ENE of Eureka, Nevada",earthquake,,12.6,0.05,2,reviewed,nn,nn
2018-11-03T01:16:16.430Z,33.5016667,-116.7991667,2.87,1.19,ml,50,31,0.01072,0.2,ci,ci38347400,2018-11-03T14:26:16.660Z,"9km NE of Aguanga, CA",earthquake,0.19,0.55,0.155,27,reviewed,ci,ci
2018-11-03T01:13:52.110Z,37.6708333,-118.91,2.94,0.23,md,7,220,0.008952,0.02,nc,nc73105766,2018-11-03T02:51:08.957Z,"7km ENE of Mammoth Lakes, CA",earthquake,2.96,1.59,0.29,6,reviewed,nc,nc
2018-11-03T01:13:38.470Z,10.3513,-62.2049,27.32,4.5,mb,,63,1.85,0.81,us,us2000i69x,2018-11-03T20:26:44.302Z,"26km SSE of Guiria, Venezuela",earthquake,7.5,7.5,0.128,18,reviewed,us,us
2018-11-03T01:13:06.359Z,37.3925,-114.8559,0,1,ml,9,215.15,0.156,0.216,nn,nn00664062,2018-11-04T02:05:30.824Z,"27km E of Alamo, Nevada",earthquake,,0,0.34,4,reviewed,nn,nn
2018-11-03T01:10:05.690Z,37.1922,20.5976,10,4.6,mb,,109,2.283,0.99,us,us2000i69w,2018-11-03T01:27:06.040Z,"61km SSW of Lithakia, Greece",earthquake,5.9,1.9,0.089,37,reviewed,us,us
2018-11-03T01:09:22.430Z,33.5058333,-116.7958333,4.23,0.32,ml,19,61,0.07694,0.13,ci,ci38347368,2018-11-03T14:25:13.452Z,"10km NE of Aguanga, CA",earthquake,0.23,0.5,0.116,6,reviewed,ci,ci
2018-11-03T01:01:33.998Z,61.5603,-146.4116,16.1,2.3,ml,,,,0.97,ak,ak20316520,2018-11-03T01:06:11.749Z,"47km N of Valdez, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-11-03T00:57:22.660Z,37.8821678,-118.4629974,8.09,1.98,md,19,166,0.08748,0.05,nc,nc73105761,2018-11-04T02:05:09.979Z,"40km NNE of Toms Place, CA",earthquake,0.35,0.92,0.34,11,automatic,nc,nc
2018-11-03T00:45:29.850Z,36.6683333,-121.2971667,5.46,1.34,md,19,110,0.05906,0.06,nc,nc73105751,2018-11-03T23:11:03.172Z,"14km S of Tres Pinos, CA",earthquake,0.29,0.92,0.28,16,reviewed,nc,nc
2018-11-03T00:43:16.590Z,37.5145,-118.8781667,1.76,0.58,md,8,214,0.08488,0.03,nc,nc73105756,2018-11-03T02:49:38.862Z,"16km SSE of Mammoth Lakes, CA",earthquake,1.16,5.96,0.225,8,reviewed,nc,nc
2018-11-03T00:41:09.060Z,45.6791666666667,-122.895,22.67,1.39,ml,7,158,,0.08,uw,uw61502256,2018-11-03T03:17:45.950Z,"8km S of Scappoose, Oregon",earthquake,0.47,1.64,0.105990619391576,3,reviewed,uw,uw
2018-11-03T00:38:58.731Z,60.1627,-141.4295,0,1.3,ml,,,,0.92,ak,ak20316518,2018-11-03T00:44:40.164Z,"56km ENE of Cape Yakataga, Alaska",earthquake,,0.6,,,automatic,ak,ak
2018-11-03T00:37:21.710Z,36.06,-120.6423333,-0.43,1.09,md,12,263,0.03841,0.14,nc,nc73105746,2018-11-03T03:36:46.296Z,"24km E of San Ardo, CA",earthquake,4.06,6.46,0.438,4,reviewed,nc,nc
2018-11-03T00:32:48.320Z,45.674,-122.891333333333,21.39,1.24,ml,7,159,,0.08,uw,uw61502246,2018-11-03T03:14:25.000Z,"8km S of Scappoose, Oregon",earthquake,0.41,1.9,0.00727543949630394,3,reviewed,uw,uw
2018-11-03T00:32:40.550Z,47.2015,-119.4795,19.1,2.06,ml,26,64,,0.12,uw,uw61502251,2018-11-03T02:04:12.960Z,"12km W of Moses Lake North, Washington",earthquake,0.4,0.62,0.14308060050239,18,reviewed,uw,uw
2018-11-03T00:31:22.950Z,38.7538338,-122.7070007,-0.07,1.32,md,8,201,0.01554,0.07,nc,nc73105741,2018-11-03T01:06:03.351Z,"3km SSW of Anderson Springs, CA",earthquake,0.59,0.74,0.1,3,automatic,nc,nc
2018-11-03T00:31:13.633Z,39.2365,-120.0873,8,-0.3,ml,4,108.7,0.042,0.038,nn,nn00664043,2018-11-04T02:05:14.133Z,"3km W of Tahoe Vista, California",earthquake,,2.2,0.15,2,reviewed,nn,nn
2018-11-03T00:27:22.240Z,33.915,-117.366,28.89,0.97,ml,20,80,0.0787,0.31,ci,ci38347328,2018-11-03T00:31:06.174Z,"4km NNW of Woodcrest, CA",earthquake,0.9,0.72,0.254,24,automatic,ci,ci
2018-11-03T00:22:44.160Z,37.6528333,-118.9098333,2.48,-0.15,md,6,118,0.003819,0.04,nc,nc73105736,2018-11-03T02:48:38.671Z,"6km ENE of Mammoth Lakes, CA",earthquake,1.28,2.75,0.224,5,reviewed,nc,nc
2018-11-03T00:20:23.180Z,64.5775,-152.1364,10.8,1.5,ml,,,,0.73,ak,ak20316214,2018-11-03T00:23:08.763Z,"66km S of Tanana, Alaska",earthquake,,0.5,,,automatic,ak,ak
2018-11-03T00:19:49.460Z,37.6588326,-118.9051666,2.77,1.29,md,19,111,0.003981,0.05,nc,nc73105726,2018-11-03T00:46:04.240Z,"7km ENE of Mammoth Lakes, CA",earthquake,0.29,0.48,0.16,18,automatic,nc,nc
2018-11-03T00:17:06.340Z,37.6699982,-118.9078369,3.55,1.16,md,11,210,0.01519,0.02,nc,nc73105716,2018-11-03T00:34:03.174Z,"7km ENE of Mammoth Lakes, CA",earthquake,1.2,1.24,0.18,10,automatic,nc,nc
2018-11-03T00:17:04.530Z,39.2302,-120.0893,8.5,0.1,ml,4,116.83,0.036,0.0389,nn,nn00664042,2018-11-04T02:05:12.703Z,"3km WSW of Tahoe Vista, California",earthquake,,3.2,0,1,reviewed,nn,nn
2018-11-03T00:16:19.110Z,37.6525,-118.9043333,2.43,0.41,md,7,131,0.002626,0.03,nc,nc71109784,2018-11-03T02:47:38.046Z,"7km ENE of Mammoth Lakes, CA",earthquake,1.1,0.84,0.267,6,reviewed,nc,nc
2018-11-03T00:16:12.600Z,37.6493333,-118.9086667,1.89,-0.17,md,7,79,0.005991,0.03,nc,nc73105721,2018-11-03T02:46:06.950Z,"6km ENE of Mammoth Lakes, CA",earthquake,0.86,1.41,0.181,6,reviewed,nc,nc
2018-11-03T00:13:45.820Z,37.6566658,-118.9056702,2.72,2.23,md,30,109,0.001791,0.05,nc,nc73105711,2018-11-03T03:42:03.720Z,"7km ENE of Mammoth Lakes, CA",earthquake,0.26,0.29,0.34,26,automatic,nc,nc
2018-11-03T00:07:53.300Z,17.982,-66.7438,16,2.23,md,4,209,0.189,0.23,pr,pr2018307000,2018-11-03T04:45:34.730Z,"3km WSW of Tallaboa, Puerto Rico",earthquake,1.48,4.64,0.36,3,reviewed,pr,pr
2018-11-02T23:59:07.290Z,33.5096667,-116.7946667,3.52,0.57,ml,27,36,0.00546,0.16,ci,ci38347272,2018-11-03T14:26:20.480Z,"10km NE of Aguanga, CA",earthquake,0.23,0.61,0.099,19,reviewed,ci,ci
2018-11-02T23:54:27.490Z,33.5013333,-116.7973333,2.63,1.37,ml,52,32,0.01129,0.21,ci,ci38347256,2018-11-03T14:27:24.340Z,"9km NE of Aguanga, CA",earthquake,0.2,0.38,0.137,26,reviewed,ci,ci
2018-11-02T23:53:58.760Z,33.506,-116.7986667,3.51,0.83,ml,33,60,0.006507,0.18,ci,ci38347248,2018-11-03T14:27:28.290Z,"9km NE of Aguanga, CA",earthquake,0.22,0.52,0.113,25,reviewed,ci,ci
2018-11-02T23:49:18.450Z,34.3191667,-116.9573333,-0.17,1.42,ml,30,56,0.06431,0.25,ci,ci38347240,2018-11-02T23:53:10.306Z,"9km NNW of Big Bear Lake, CA",earthquake,0.41,31.61,0.125,28,automatic,ci,ci
2018-11-02T23:49:09.540Z,60.9856,-152.232,130.1,2.1,ml,,,,0.75,ak,ak20316212,2018-11-02T23:53:43.089Z,"60km WNW of Nikiski, Alaska",earthquake,,1.8,,,automatic,ak,ak
2018-11-02T23:42:48.770Z,33.4885,-116.7901667,4.63,0.64,ml,25,48,0.02528,0.15,ci,ci38347224,2018-11-03T14:26:22.747Z,"9km NE of Aguanga, CA",earthquake,0.21,0.43,0.12,20,reviewed,ci,ci
2018-11-02T23:42:01.185Z,59.9715,-140.8562,8.3,1.5,ml,,,,0.81,ak,ak20316210,2018-11-02T23:46:59.197Z,"79km NW of Yakutat, Alaska",earthquake,,0.9,,,automatic,ak,ak
2018-11-02T23:40:19.980Z,33.4881667,-116.8861667,22.89,0.58,ml,15,115,0.1463,0.34,ci,ci38347216,2018-11-02T23:44:02.897Z,"5km NNW of Aguanga, CA",earthquake,1.07,2.47,0.119,8,automatic,ci,ci
2018-11-02T23:33:06.957Z,59.3427,-136.4466,4,2.1,ml,,,,0.83,ak,ak20316208,2018-11-02T23:36:03.276Z,"58km WNW of Haines, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-11-02T23:19:14.770Z,36.3661667,-120.9441667,6.35,1.66,md,13,119,0.08407,0.04,nc,nc73105681,2018-11-03T03:16:02.580Z,"24km NE of King City, CA",earthquake,0.32,0.84,0.205,13,reviewed,nc,nc
2018-11-02T23:19:02.940Z,38.7943344,-122.8691635,-0.49,1.18,md,5,167,0.008294,0.01,nc,nc73105676,2018-11-02T23:58:03.679Z,"10km W of The Geysers, CA",earthquake,0.93,7.38,0.26,2,automatic,nc,nc
2018-11-02T23:13:06.180Z,37.5574989,-121.6815033,4.37,1.22,md,8,158,0.08297,0.03,nc,nc73105671,2018-11-02T23:48:03.621Z,"16km SSE of Livermore, CA",earthquake,0.43,1.13,0.14,4,automatic,nc,nc
2018-11-02T23:10:43.720Z,36.69,-121.318,4.76,1.16,md,19,106,0.07902,0.06,nc,nc73105666,2018-11-03T22:37:02.968Z,"11km S of Tres Pinos, CA",earthquake,0.28,1.25,0.231,16,reviewed,nc,nc
2018-11-02T23:09:20.573Z,65.018,-147.2936,0.1,1.5,ml,,,,0.53,ak,ak20315923,2018-11-02T23:16:42.812Z,"26km NNE of Badger, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-11-02T23:00:12.480Z,37.6566658,-118.9059982,2.56,1.73,md,20,136,0.0018,0.05,nc,nc73105656,2018-11-02T23:27:04.388Z,"7km ENE of Mammoth Lakes, CA",earthquake,0.35,0.39,0.26,19,automatic,nc,nc
2018-11-02T22:58:26.350Z,37.6616669,-118.9049988,2.9,1.26,md,14,142,0.006809,0.04,nc,nc73105651,2018-11-03T01:59:03.905Z,"7km ENE of Mammoth Lakes, CA",earthquake,0.52,0.63,0.19,12,automatic,nc,nc
2018-11-02T22:54:18.304Z,61.2824,-150.0985,35.8,1.5,ml,,,,0.71,ak,ak20315921,2018-11-02T22:57:32.204Z,"12km NW of Anchorage, Alaska",earthquake,,6.5,,,automatic,ak,ak
2018-11-02T22:35:34.306Z,37.5061,-117.1048,11.9,0.2,ml,8,233.37,0.473,0.1077,nn,nn00664020,2018-11-03T02:05:02.940Z,"25km SSE of Goldfield, Nevada",earthquake,,1.9,0.27,5,reviewed,nn,nn
2018-11-02T22:35:10.220Z,34.1017,83.9207,14.92,4.6,mb,,80,6.606,0.77,us,us2000i684,2018-11-04T01:25:56.040Z,"205km N of Luring, China",earthquake,7.6,1.6,0.07,62,reviewed,us,us
2018-11-02T22:32:03.134Z,37.0404,-116.3874,5.9,0.2,ml,16,83.15,0.042,0.1464,nn,nn00664003,2018-11-03T02:04:51.227Z,"36km ENE of Beatty, Nevada",earthquake,,1.2,0.21,11,reviewed,nn,nn
2018-11-02T22:28:39.770Z,33.515,-116.79,3.07,0.12,ml,8,123,0.009036,0.07,ci,ci38347088,2018-11-02T23:36:43.609Z,"11km NE of Aguanga, CA",earthquake,0.31,0.46,0.012,2,reviewed,ci,ci
2018-11-02T22:18:26.280Z,5.8989,126.5743,85.72,4.3,mb,,113,1.526,0.86,us,us2000i67w,2018-11-04T01:24:44.040Z,"67km SE of Pondaguitan, Philippines",earthquake,11.5,10.3,0.138,15,reviewed,us,us
2018-11-02T22:17:32.050Z,37.652,-118.9081667,1.86,0.68,md,7,93,0.003445,0.04,nc,nc71109779,2018-11-03T02:37:35.425Z,"6km ENE of Mammoth Lakes, CA",earthquake,0.65,0.84,0.113,5,reviewed,nc,nc
2018-11-02T22:17:26.360Z,37.6558333,-118.9075,2.7,0.25,md,7,175,0.00168,0.05,nc,nc73105641,2018-11-03T02:36:04.917Z,"7km ENE of Mammoth Lakes, CA",earthquake,0.93,1.36,0.246,5,reviewed,nc,nc
2018-11-02T22:16:07.100Z,37.6686667,-118.9108333,3.01,0.18,md,7,213,0.01118,0.02,nc,nc73105636,2018-11-03T02:31:34.361Z,"7km ENE of Mammoth Lakes, CA",earthquake,1.57,0.97,0.217,6,reviewed,nc,nc
2018-11-02T22:10:01.140Z,37.6475,-118.9175,1.93,0.13,md,7,94,0.01187,0.03,nc,nc73105631,2018-11-03T02:33:34.686Z,"6km ENE of Mammoth Lakes, CA",earthquake,0.8,1.41,0.232,6,reviewed,nc,nc
2018-11-02T22:07:33.860Z,37.6571667,-118.9101667,2.27,0.55,md,12,143,0.004179,0.04,nc,nc73105626,2018-11-03T02:29:33.582Z,"6km ENE of Mammoth Lakes, CA",earthquake,0.54,0.47,0.172,12,reviewed,nc,nc
2018-11-02T22:05:48.180Z,37.6553333,-118.9063333,2.83,0.82,md,21,135,0.0006456,0.06,nc,nc73105616,2018-11-03T02:25:32.569Z,"7km ENE of Mammoth Lakes, CA",earthquake,0.41,0.45,0.272,17,reviewed,nc,nc
2018-11-02T22:03:56.963Z,65.8697,-156.3758,6,1.6,ml,,,,0.82,ak,ak20315757,2018-11-02T22:16:27.654Z,"117km SSE of Kobuk, Alaska",earthquake,,0.5,,,automatic,ak,ak
